Student_number,file_1_mark,file_2_mark,file_3_mark,Feedback
x33731ed,0,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  Traceback (most recent call last):
   File ""***Removed due to privacy***/rugby_x33731ed/./rugby_x33731ed.py"", line 46, in <module>
     f = open(sys.argv[1]+""\\""+i,""r"")
 FileNotFoundError: [Errno 2] No such file or directory: './test_files_rugby\\test_file1.txt'
 
 No files were created within the results folder. (This does not mean files were not created elsewhere)"
x36049yl,1,1,1,
x43615kc,1,1,1,
x43881he,1,1,1,
x46833ng,0,0,0,"No submission was found under the prog1_rugby tag for the rugby task
"
x47813as,0,0,0,"No submission was found under the prog1_rugby tag for the rugby task
"
x48913aw,1,1,1,
x57595ts,0,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  Traceback (most recent call last):
   File ""***Removed due to privacy***/rugby_x57595ts/./rugby_x57595ts.py"", line 6, in <module>
     os.mkdir(outFolder)
 FileExistsError: [Errno 17] File exists: './results_rugby'
 
 No files were created within the results folder. (This does not mean files were not created elsewhere)"
x62165ih,1,1,1,
x62967rr,1,1,1,
x63917cd,1,1,1,
x67955hw,0,0,0,"No submission was found under the prog1_rugby tag for the rugby task
"
x69739wx,0,0,0,"No submission was found under the prog1_rugby tag for the rugby task
"
x72017ww,0,0,0,"No submission was found under the prog1_rugby tag for the rugby task
"
x74657fa,1,1,1,
x81829rs,0,0,0,"No submission was found under the prog1_rugby tag for the rugby task
"
x83363dr,0,0,0,"Output files were found however no output file was found for test_file 1 with the correct name format
 Output files were found however no output file was found for test_file 2 with the correct name format
 Output files were found however no output file was found for test_file 3 with the correct name format
"
x97151hs,0,0,0,"No submission was found under the prog1_rugby tag for the rugby task
"
y02478jh,1,1,1,
y10240dt,1,1,1,
y28244lw,1,1,1,
y35654gw,1,1,1,
y36340hc,1,1,1,
y40034sl,0,0,0,"No submission was found under the prog1_rugby tag for the rugby task
"
y41988al,0,0,0,"Submission ran indefinitely and did not finish its execution. 
 This does not mean the program did not execute however, it may or may not have produced some files or noneNo files were created within the results folder. (This does not mean files were not created elsewhere)"
y42270sg,1,1,1,
y44694jk,1,1,1,
y44780cs,0,0,0,"No submission was found under the prog1_rugby tag for the rugby task
"
y45718mk,0,0,0,"Submission was found under the prog1_rugby tag for the rugby task but the file is named incorrectly
 No files were created within the results folder. (This does not mean files were not created elsewhere)"
y47496ms,1,1,1,
y48052as,0,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  Traceback (most recent call last):
   File ""***Removed due to privacy***/rugby_y48052as/./rugby_y48052as.py"", line 60, in <module>
     score_board_(file)
   File ""***Removed due to privacy***/rugby_y48052as/./rugby_y48052as.py"", line 12, in score_board_
     file1 = open(file_111)
 FileNotFoundError: [Errno 2] No such file or directory: './test_files_rugbytest_file1.txt'
 
 No files were created within the results folder. (This does not mean files were not created elsewhere)"
y48410ap,1,1,1,
y55496ks,0,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  Traceback (most recent call last):
   File ""***Removed due to privacy***/rugby_y55496ks/./rugby_y55496ks.py"", line 7, in <module>
     file = open(inputFile, ""r"")
 IsADirectoryError: [Errno 21] Is a directory: './test_files_rugby'
 
 No files were created within the results folder. (This does not mean files were not created elsewhere)"
y55928xn,0,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  Traceback (most recent call last):
   File ""***Removed due to privacy***/rugby_y55928xn/./rugby_y55928xn.py"", line 5, in <module>
     os.chdir(sys.argv[1])
 FileNotFoundError: [Errno 2] No such file or directory: './test_files_rugby'
 
 No files were created within the results folder. (This does not mean files were not created elsewhere)"
y57776rs,1,1,1,
y59276ma,1,1,1,
y59426ra,0,0,0,"No submission was found under the prog1_rugby tag for the rugby task
"
y60150st,0,0,0,"No submission was found under the prog1_rugby tag for the rugby task
"
y62498rh,1,1,1,
y65306ws,0,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  Traceback (most recent call last):
   File ""***Removed due to privacy***/rugby_y65306ws/./rugby_y65306ws.py"", line 8, in <module>
     file = open(inputFile, ""r"")
 IsADirectoryError: [Errno 21] Is a directory: './test_files_rugby'
 
 No files were created within the results folder. (This does not mean files were not created elsewhere)"
y66466tl,0,0,0,"Output files were found however no output file was found for test_file 1 with the correct name format
 Output files were found however no output file was found for test_file 2 with the correct name format
 Output files were found however no output file was found for test_file 3 with the correct name format
"
y67506st,1,1,1,
y69004la,1,1,1,
y70582kd,1,1,1,
y72828ah,1,1,1,
y77372db,1,1,1,
y78202oa,1,1,1,
y96758ma,0,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  Traceback (most recent call last):
   File ""***Removed due to privacy***/rugby_y96758ma/./rugby_y96758ma.py"", line 4, in <module>
     f = open(filename, 'r')
 IsADirectoryError: [Errno 21] Is a directory: './test_files_rugby'
 
 No files were created within the results folder. (This does not mean files were not created elsewhere)"
y99614zh,1,1,1,
z03463sy,0,0,0,"No submission was found under the prog1_rugby tag for the rugby task
"
z12203pg,0,0,0,"No submission was found under the prog1_rugby tag for the rugby task
"
z13325aw,1,1,1,
z16075sc,0,0,0,"Submission was found under the prog1_rugby tag for the rugby task but the file is named incorrectly
 No files were created within the results folder. (This does not mean files were not created elsewhere)"
z34983bo,1,1,1,
z35437sk,0,0,0,"Score output for test_file 1 was incorrect
 Score output for test_file 2 was incorrect
 Score output for test_file 3 was incorrect
"
z39535rb,1,1,1,
z49927gl,1,1,1,
z53195cy,0,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  Traceback (most recent call last):
   File ""***Removed due to privacy***/rugby_z53195cy/./rugby_z53195cy.py"", line 14, in <module>
     readfile(args.input)
   File ""***Removed due to privacy***/rugby_z53195cy/./rugby_z53195cy.py"", line 10, in readfile
     f=open(inputpath)
 IsADirectoryError: [Errno 21] Is a directory: './test_files_rugby'
 
 No files were created within the results folder. (This does not mean files were not created elsewhere)"
z54873hs,1,1,1,
z70469ai,0,0,0,"No submission was found under the prog1_rugby tag for the rugby task
"
z70503ns,0,0,0,"No submission was found under the prog1_rugby tag for the rugby task
"
z74185ho,1,1,1,
z80559hq,0,0,0,"No submission was found under the prog1_rugby tag for the rugby task
"
z83313gg,0,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  Traceback (most recent call last):
   File ""***Removed due to privacy***/rugby_z83313gg/./rugby_z83313gg.py"", line 46, in <module>
     main()
   File ""***Removed due to privacy***/rugby_z83313gg/./rugby_z83313gg.py"", line 36, in main
     file1 = open(args.inPath + i, ""r"")
 FileNotFoundError: [Errno 2] No such file or directory: './test_files_rugbytest_file1.txt'
 
 No files were created within the results folder. (This does not mean files were not created elsewhere)"
z89079mb,1,1,1,
z90677pp,1,1,1,
