Student_number,file_1_mark,file_2_mark,file_3_mark,Feedback
s93700yl,1,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  Traceback (most recent call last):
   File ""***Removed due to privacy***/decrypt_s93700yl/./decrypt_s93700yl.py"", line 60, in <module>
     decryption()
   File ""***Removed due to privacy***/decrypt_s93700yl/./decrypt_s93700yl.py"", line 59, in decryption
     decryption.decryptedMess += morseKey.get(key)
 TypeError: can only concatenate str (not ""NoneType"") to str
 
 Output for test_file 2 was incorrect
 Output files were found however no output file was found for test_file 3 with the correct name format
"
s94292yy,0,0,0,"Submission ran indefinitely and did not finish its execution. 
 This does not mean the program did not execute it may or may not have produced some files or none
 No files were created within the results folder. (This does not mean files were not created elsewhere)
"
t02231ss,1,0,1,"Output for test_file 2 was incorrect
"
t09329lw,1,1,1,
t17981qx,1,1,1,
t28063tz,1,1,1,
t28107tj,1,1,1,
t30023mm,1,0,1,"Output for test_file 2 was incorrect
"
t50885aa,1,1,0,"Output for test_file 3 was incorrect
"
t56091yd,1,1,1,
t56225ro,0,0,0,"No submission was found under the prog2_encryption tag for the encryption task
"
t56563bk,1,1,1,
t74769sm,1,1,1,
t92001cr,0,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
    File ""***Removed due to privacy***/decrypt_t92001cr/./decrypt_t92001cr.py"", line 52
     code = ord(words[x][y].lower()) - 3
 TabError: inconsistent use of tabs and spaces in indentation
 
 No files were created within the results folder. (This does not mean files were not created elsewhere)
"
u00074aj,0,0,0,"No submission was found under the prog2_encryption tag for the encryption task
"
u08120fh,1,1,1,
u18382zh,1,1,1,
u18436re,0,0,0,"No submission was found under the prog2_encryption tag for the encryption task
"
u24264cw,1,1,1,
u25144jd,0,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  Traceback (most recent call last):
   File ""***Removed due to privacy***/decrypt_u25144jd/./decrypt_u25144jd.py"", line 69, in <module>
     output = decryption(open(sys.argv[1] + inputFile, ""r"").read())
 FileNotFoundError: [Errno 2] No such file or directory: './test_files_encrypttest_file1.txt'
 
 No files were created within the results folder. (This does not mean files were not created elsewhere)
"
u34592sg,0,0,0,"Submission was found under the prog2_encryption tag for the encryption task but the file is named incorrectly
 No files were created within the results folder. (This does not mean files were not created elsewhere)
"
u35610df,1,1,0,"Output for test_file 3 was incorrect
"
u38012ek,1,0,1,"Output for test_file 2 was incorrect
"
u43534sr,0,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  Traceback (most recent call last):
   File ""***Removed due to privacy***/decrypt_u43534sr/./decrypt_u43534sr.py"", line 81, in <module>
     main()
   File ""***Removed due to privacy***/decrypt_u43534sr/./decrypt_u43534sr.py"", line 70, in main
     with open(encrypted, 'r') as e:
 IsADirectoryError: [Errno 21] Is a directory: './test_files_encrypt'
 
 No files were created within the results folder. (This does not mean files were not created elsewhere)
"
u49728rt,1,0,1,"Output for test_file 2 was incorrect
"
u50490yz,0,0,0,"No submission was found under the prog2_encryption tag for the encryption task
"
u54258as,0,0,0,"No submission was found under the prog2_encryption tag for the encryption task
"
u59286dh,0,0,0,"No submission was found under the prog2_encryption tag for the encryption task
"
u60328el,1,0,1,"Output for test_file 2 was incorrect
"
u60770mc,0,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  Traceback (most recent call last):
   File ""***Removed due to privacy***/decrypt_u60770mc/./decrypt_u60770mc.py"", line 3, in <module>
     file = open(sys.argv[1],""r"")
 IsADirectoryError: [Errno 21] Is a directory: './test_files_encrypt'
 
 No files were created within the results folder. (This does not mean files were not created elsewhere)
"
u61944rf,1,1,1,
u63378mr,0,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  Traceback (most recent call last):
   File ""***Removed due to privacy***/decrypt_u63378mr/./decrypt_u63378mr.py"", line 123, in <module>
     all_files = os.listdir(Input_Location)
 FileNotFoundError: [Errno 2] No such file or directory: '/test_files_encrypt'
 
 No files were created within the results folder. (This does not mean files were not created elsewhere)
"
u68780be,1,1,1,
u71922pz,0,0,0,"No submission was found under the prog2_encryption tag for the encryption task
"
u75904yl,1,1,0,"Output for test_file 3 was incorrect
"
u81076nr,0,0,0,"No submission was found under the prog2_encryption tag for the encryption task
"
u82766jh,0,0,0,"No files were created within the results folder. (This does not mean files were not created elsewhere)
"
u89014ab,0,0,0,"No submission was found under the prog2_encryption tag for the encryption task
"
u95206ma,1,0,1,"Output for test_file 2 was incorrect
"
v04109yk,0,0,0,"No submission was found under the prog2_encryption tag for the encryption task
"
v08387yx,1,1,1,
v08417jw,0,0,0,"No submission was found under the prog2_encryption tag for the encryption task
"
v12433ak,1,0,1,"Output for test_file 2 was incorrect
"
v14799cc,1,1,1,
v21023jh,1,1,1,
v26161ns,1,1,1,
v30867dh,0,0,0,"Output files were found however no output file was found for test_file 1 with the correct name format
 Output files were found however no output file was found for test_file 2 with the correct name format
 Output files were found however no output file was found for test_file 3 with the correct name format
"
v31903mb,0,0,0,"Submission was found under the prog2_encryption tag for the encryption task but the file is named incorrectly
 No files were created within the results folder. (This does not mean files were not created elsewhere)
"
v35117sy,0,0,0,"Output for test_file 1 was incorrect
 Output for test_file 2 was incorrect
 Output for test_file 3 was incorrect
"
v35417sp,1,1,1,
v36373bb,1,1,1,
v41567lb,1,1,1,
v54835xw,0,0,0,"Output files were found however no output file was found for test_file 1 with the correct name format
 Output files were found however no output file was found for test_file 2 with the correct name format
 Output files were found however no output file was found for test_file 3 with the correct name format
"
v55941np,0,0,0,"Submission was found under the prog2_encryption tag for the encryption task but the file is named incorrectly
 No files were created within the results folder. (This does not mean files were not created elsewhere)
"
v63881oq,0,0,0,"No submission was found under the prog2_encryption tag for the encryption task
"
v65391yc,1,1,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  Traceback (most recent call last):
   File ""***Removed due to privacy***/decrypt_v65391yc/./decrypt_v65391yc.py"", line 97, in <module>
     fileWrite(morse(startChange(content)), outputPath)
   File ""***Removed due to privacy***/decrypt_v65391yc/./decrypt_v65391yc.py"", line 58, in morse
     character = morseDict[item]
 KeyError: '.--.'
 
 Output files were found however no output file was found for test_file 3 with the correct name format
"
v74211xw,0,0,0,"No submission was found under the prog2_encryption tag for the encryption task
"
v78159ee,1,1,1,
v78643ld,1,1,0,"Output for test_file 3 was incorrect
"
v79907sy,0,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  Traceback (most recent call last):
   File ""***Removed due to privacy***/decrypt_v79907sy/./decrypt_v79907sy.py"", line 89, in <module>
     files = os.listdir(input_path)
 FileNotFoundError: [Errno 2] No such file or directory: './test_files_encrypt'
 
 No files were created within the results folder. (This does not mean files were not created elsewhere)
"
v80015aa,1,0,1,"Output for test_file 2 was incorrect
"
v91365dg,1,1,1,
v94579az,1,1,1,
v96969ss,0,0,0,"Output files were found however no output file was found for test_file 1 with the correct name format
 Output files were found however no output file was found for test_file 2 with the correct name format
 Output files were found however no output file was found for test_file 3 with the correct name format
"
v97159is,0,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  usage: decrypt_v97159is.py [-h] binary_file output_file
 decrypt_v97159is.py: error: argument binary_file: can't open './test_files_encrypt': [Errno 21] Is a directory: './test_files_encrypt'
 
 No files were created within the results folder. (This does not mean files were not created elsewhere)
"
w13634ps,1,1,0,"Output for test_file 3 was incorrect
"
w15122jl,1,1,0,"Output for test_file 3 was incorrect
"
w16910dg,0,0,0,"Submission was found under the prog2_encryption tag for the encryption task but the file is named incorrectly
 No files were created within the results folder. (This does not mean files were not created elsewhere)
"
w21706bc,1,1,1,
w24218sh,0,0,0,"No submission was found under the prog2_encryption tag for the encryption task
"
w25464il,1,1,0,"Output for test_file 3 was incorrect
"
w25478ia,1,1,1,
w27888ms,1,1,1,
w39362nv,0,0,0,"No submission was found under the prog2_encryption tag for the encryption task
"
w48678cd,1,1,1,
w58006bh,0,0,0,"No submission was found under the prog2_encryption tag for the encryption task
"
w60078be,1,1,1,
w64810ak,0,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  Traceback (most recent call last):
   File ""***Removed due to privacy***/decrypt_w64810ak/./decrypt_w64810ak.py"", line 69, in <module>
     f = open(args.input+filename)
 FileNotFoundError: [Errno 2] No such file or directory: './test_files_encrypttest_file1.txt'
 
 No files were created within the results folder. (This does not mean files were not created elsewhere)
"
w65214ka,1,0,1,"Output for test_file 2 was incorrect
"
w73862jb,1,1,1,
w75724sb,0,0,0,"No submission was found under the prog2_encryption tag for the encryption task
"
w80290jl,1,1,1,
w90012gt,1,1,0,"Output for test_file 3 was incorrect
"
w92704dw,1,1,1,
x09137dp,1,1,1,
x12691yl,1,1,1,
x28381ot,0,0,0,"Output files were found however no output file was found for test_file 1 with the correct name format
 Output files were found however no output file was found for test_file 2 with the correct name format
 Output files were found however no output file was found for test_file 3 with the correct name format
"
x32001nm,0,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  Traceback (most recent call last):
   File ""***Removed due to privacy***/decrypt_x32001nm/./decrypt_x32001nm.py"", line 10, in <module>
     with open(finput, 'r') as fin:
 IsADirectoryError: [Errno 21] Is a directory: './test_files_encrypt'
 
 No files were created within the results folder. (This does not mean files were not created elsewhere)
"
x33731ed,0,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  Traceback (most recent call last):
   File ""***Removed due to privacy***/decrypt_x33731ed/./decrypt_x33731ed.py"", line 80, in <module>
     f = open(sys.argv[1]+""\\""+i,""r"")
 FileNotFoundError: [Errno 2] No such file or directory: './test_files_encrypt\\test_file1.txt'
 
 No files were created within the results folder. (This does not mean files were not created elsewhere)
"
x36049yl,0,0,0,"Submission was found under the prog2_encryption tag for the encryption task but the file is named incorrectly
 No files were created within the results folder. (This does not mean files were not created elsewhere)
"
x43615kc,1,1,1,
x43881he,1,1,0,"Output for test_file 3 was incorrect
"
x46833ng,0,0,0,"No submission was found under the prog2_encryption tag for the encryption task
"
x47813as,1,1,1,
x48913aw,1,1,0,"Output for test_file 3 was incorrect
"
x57595ts,0,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  Traceback (most recent call last):
   File ""***Removed due to privacy***/decrypt_x57595ts/./decrypt_x57595ts.py"", line 6, in <module>
     os.mkdir(outFolder)
 FileExistsError: [Errno 17] File exists: './results_encrypt'
 
 No files were created within the results folder. (This does not mean files were not created elsewhere)
"
x62165ih,1,1,1,
x62967rr,1,1,1,
x63917cd,1,1,1,
x67955hw,0,0,0,"No submission was found under the prog2_encryption tag for the encryption task
"
x69739wx,0,0,0,"No submission was found under the prog2_encryption tag for the encryption task
"
x72017ww,0,0,0,"No submission was found under the prog2_encryption tag for the encryption task
"
x74657fa,1,1,1,
x81829rs,0,0,0,"No submission was found under the prog2_encryption tag for the encryption task
"
x83363dr,0,0,0,"Output files were found however no output file was found for test_file 1 with the correct name format
 Output files were found however no output file was found for test_file 2 with the correct name format
 Output files were found however no output file was found for test_file 3 with the correct name format
"
x97151hs,0,0,0,"No submission was found under the prog2_encryption tag for the encryption task
"
y02478jh,1,0,1,"Output for test_file 2 was incorrect
"
y10240dt,1,1,1,
y28244lw,1,0,0,"Output for test_file 2 was incorrect
 Output for test_file 3 was incorrect
"
y35654gw,1,1,1,
y36340hc,1,1,1,
y40034sl,0,0,0,"No submission was found under the prog2_encryption tag for the encryption task
"
y41988al,0,0,0,"Submission ran indefinitely and did not finish its execution. 
 This does not mean the program did not execute it may or may not have produced some files or none
 No files were created within the results folder. (This does not mean files were not created elsewhere)
"
y42270sg,1,0,1,"Output for test_file 2 was incorrect
"
y44694jk,1,0,0,"Output for test_file 2 was incorrect
 Output for test_file 3 was incorrect
"
y44780cs,0,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  Traceback (most recent call last):
   File ""***Removed due to privacy***/decrypt_y44780cs/./decrypt_y44780cs.py"", line 123, in <module>
     all_files = os.listdir(Input_Location)
 FileNotFoundError: [Errno 2] No such file or directory: '/test_files_encrypt'
 
 No files were created within the results folder. (This does not mean files were not created elsewhere)
"
y45718mk,0,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  Traceback (most recent call last):
   File ""***Removed due to privacy***/decrypt_y45718mk/./decrypt_y45718mk.py"", line 112, in <module>
     f = morse_to_plaintext2(z)
   File ""***Removed due to privacy***/decrypt_y45718mk/./decrypt_y45718mk.py"", line 111, in morse_to_plaintext2
     return ' '.join(morse[i] for i in text.upper())
   File ""***Removed due to privacy***/decrypt_y45718mk/./decrypt_y45718mk.py"", line 111, in <genexpr>
     return ' '.join(morse[i] for i in text.upper())
 KeyError: '\n'
 
 No files were created within the results folder. (This does not mean files were not created elsewhere)
"
y47496ms,1,1,1,
y48052as,0,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  Traceback (most recent call last):
   File ""***Removed due to privacy***/decrypt_y48052as/./decrypt_y48052as.py"", line 152, in <module>
     translator(file)	
   File ""***Removed due to privacy***/decrypt_y48052as/./decrypt_y48052as.py"", line 10, in translator
     file1 = open(file_111)
 FileNotFoundError: [Errno 2] No such file or directory: './test_files_encrypttest_file1.txt'
 
 No files were created within the results folder. (This does not mean files were not created elsewhere)
"
y48410ap,1,1,1,
y55496ks,0,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  Traceback (most recent call last):
   File ""***Removed due to privacy***/decrypt_y55496ks/./decrypt_y55496ks.py"", line 5, in <module>
     file = open(inputFile, ""r"")
 IsADirectoryError: [Errno 21] Is a directory: './test_files_encrypt'
 
 No files were created within the results folder. (This does not mean files were not created elsewhere)
"
y55928xn,0,0,0,"Submission was found under the prog2_encryption tag for the encryption task but the file is named incorrectly
 No files were created within the results folder. (This does not mean files were not created elsewhere)
"
y57776rs,1,1,1,
y59276ma,1,1,1,
y59426ra,0,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  Traceback (most recent call last):
   File ""***Removed due to privacy***/decrypt_y59426ra/./decrypt_y59426ra.py"", line 82, in <module>
     file.write(hexDecryption(TextInFile))
   File ""***Removed due to privacy***/decrypt_y59426ra/./decrypt_y59426ra.py"", line 11, in hexDecryption
     DecodedTextHEX = bytes.fromhex(textH)
 ValueError: non-hexadecimal number found in fromhex() arg at position 1
 
 Output for test_file 1 was incorrect
 Output files were found however no output file was found for test_file 2 with the correct name format
 Output files were found however no output file was found for test_file 3 with the correct name format
"
y60150st,0,0,0,"No submission was found under the prog2_encryption tag for the encryption task
"
y62498rh,1,1,1,
y65306ws,0,0,0,"No files were created within the results folder. (This does not mean files were not created elsewhere)
"
y66466tl,0,0,0,"Output files were found however no output file was found for test_file 1 with the correct name format
 Output files were found however no output file was found for test_file 2 with the correct name format
 Output files were found however no output file was found for test_file 3 with the correct name format
"
y67506st,1,1,1,
y69004la,1,1,0,"Output for test_file 3 was incorrect
"
y70582kd,0,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  Traceback (most recent call last):
   File ""***Removed due to privacy***/decrypt_y70582kd/./decrypt_y70582kd.py"", line 88, in <module>
     list2.append(detMetod(text))
   File ""***Removed due to privacy***/decrypt_y70582kd/./decrypt_y70582kd.py"", line 65, in detMetod
     return morse(txt)
   File ""***Removed due to privacy***/decrypt_y70582kd/./decrypt_y70582kd.py"", line 53, in morse
     result += dict.get(i)
 TypeError: can only concatenate str (not ""NoneType"") to str
 
 No files were created within the results folder. (This does not mean files were not created elsewhere)
"
y72828ah,1,1,0,"Output for test_file 3 was incorrect
"
y77372db,1,0,1,"Output for test_file 2 was incorrect
"
y78202oa,1,1,1,
y96758ma,1,1,1,
y99614zh,1,1,1,
z03463sy,0,0,0,"Submission ran indefinitely and did not finish its execution. 
 This does not mean the program did not execute it may or may not have produced some files or none
 No files were created within the results folder. (This does not mean files were not created elsewhere)
"
z12203pg,0,0,0,"No submission was found under the prog2_encryption tag for the encryption task
"
z13325aw,1,1,1,
z16075sc,1,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  Traceback (most recent call last):
   File ""***Removed due to privacy***/decrypt_z16075sc/./decrypt_z16075sc.py"", line 67, in <module>
     ans+=MorseList[g]
 KeyError: '.--.'
 
 Output for test_file 2 was incorrect
 Output files were found however no output file was found for test_file 3 with the correct name format
"
z34983bo,0,0,0,"Submission was found under the prog2_encryption tag for the encryption task but the file is named incorrectly
 No files were created within the results folder. (This does not mean files were not created elsewhere)
"
z35437sk,1,0,1,"Output for test_file 2 was incorrect
"
z39535rb,1,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  Traceback (most recent call last):
   File ""***Removed due to privacy***/decrypt_z39535rb/./decrypt_z39535rb.py"", line 63, in <module>
     Text = [MorseList[letter] for letter in splitCode]
   File ""***Removed due to privacy***/decrypt_z39535rb/./decrypt_z39535rb.py"", line 63, in <listcomp>
     Text = [MorseList[letter] for letter in splitCode]
 KeyError: '.--.'
 
 Output for test_file 2 was incorrect
 Output files were found however no output file was found for test_file 3 with the correct name format
"
z49927gl,1,1,1,
z53195cy,0,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  Traceback (most recent call last):
   File ""***Removed due to privacy***/decrypt_z53195cy/./decrypt_z53195cy.py"", line 13, in <module>
     f = open(args.input)
 IsADirectoryError: [Errno 21] Is a directory: './test_files_encrypt'
 
 No files were created within the results folder. (This does not mean files were not created elsewhere)
"
z54873hs,1,1,1,
z70469ai,0,0,0,"No submission was found under the prog2_encryption tag for the encryption task
"
z70503ns,0,0,0,"No submission was found under the prog2_encryption tag for the encryption task
"
z74185ho,1,0,1,"Output for test_file 2 was incorrect
"
z80559hq,0,0,0,"No submission was found under the prog2_encryption tag for the encryption task
"
z83313gg,0,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  Traceback (most recent call last):
   File ""***Removed due to privacy***/decrypt_z83313gg/./decrypt_z83313gg.py"", line 97, in <module>
     main()
   File ""***Removed due to privacy***/decrypt_z83313gg/./decrypt_z83313gg.py"", line 87, in main
     file1 = open(args.inPath + i, ""r"")
 FileNotFoundError: [Errno 2] No such file or directory: './test_files_encrypttest_file1.txt'
 
 No files were created within the results folder. (This does not mean files were not created elsewhere)
"
z89079mb,1,1,0,"Output for test_file 3 was incorrect
"
z90677pp,1,1,1,
